SMILES,Density,Tc,Tg
*CCOCC(=O)O*,1.268466225,0.238989416,
*CCOCCOC(=O)C(CCCOc1ccc(CC(=O)O)cc1)C(=O)N*,1.153232,0.219277,116.72000000000004
*CCOCCOC(=O)CCCC(C)CCNC(=O)CCCCCOC(=O)c1ccc(C(=O)O*)c(C)c1,1.059878,0.231788,
*CCOCCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O*,,,
*CCOCCOC(=O)Cc1ccc(C[PH](C)(C)c2ccc(C(=O)O[Si](C)(C)C)cc2)cc1*,,,
*CCOCCOC(=O)NCCNC(=O)O*,,,
*CCOCCOC(=O)NNC(=O)CCCCOCCC(=O)O*,1.16508,0.267391,
*CCOCCOC(=O)OCCCCCCCCCCCCOC(=O)Oc1ccc(OC(=O)CCCCCCCOC(=O)c2ccc(OCCOc3ccc(O*)cc3)cc2)cc1,,,
*CCOCCOC(=O)OCCCOC(=O)S*,1.223388,0.237451,
*CCOCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,1.215132769,0.253846443,
*CCOCCOC(=O)c1ccc(/N=N/c2ccc(C(=O)O*)cc2)cc1,,,
*CCOCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCCCCCC(=O)Nc2ccc(-c3ccc(O*)cc3)cc2)cc1,,,
*CCOCCOC(=O)c1cccc(C(=O)O*)c1,1.245569001,0.215430956,
*CCOCCOCCCC(=O)NCC(=O)c1ccc(Br)cc1*,1.318155,0.197033,83.56
*CCOCCOCCCC(=O)OC(=O)CCCCCSCCC(=O)O*,1.096266,,
*CCOCCOCCCCOC(=O)/C=C/CC(*)=O,1.077829,0.215199,
*CCOCCOCCOC(=O)/C=C/c1ccc(N(c2ccccc2)c2ccc(C(=O)O*)cc2)cc1,1.145269,,
*CCOCCOCCOC(=O)CCCCCCC(=O)O*,,,
*CCOCCOCCOC(=O)CCCCSCCCCC(=O)O*,,,
*CCOCCOCCOC(=O)NCCNC(=O)OCCCCCCOc1ccc(C(=O)Nc2ccc(C(=O)OC(=O)c3ccc([N+](*)=O)cc3)cc2)cc1,,,
*CCOCCOCCOC(=O)c1ccc(C(=O)NCCCCCCNC(=O)/C=C/c2ccc([N+](=O)[O-])cc2)cc1SCS*,1.188625,0.263687,
*CCOCCOCCOC(=O)c1ccc([Si](C)(C)c2ccc(C(C)(C)c3ccc(C(=O)O*)cc3)cc2)nc1,,,
*CCOCCOCCOC(=O)c1cccc(-c2cccc(C(=O)O*)c2)c1,,,
*CCOCCOCCOCCCCOCCCOC(=O)c1ccccc1C(=O)O*,1.109398,,
*CCOCCOCCOCCOC(=O)C(C)OC(=O)c1ccc(C(=O)O*)cc1,1.159485,0.237262,
*CCOCCOCCOCCOC(=O)C(CCCCCCCCCCCC)C(=O)O*,0.985158,0.302038,
*CCOCCOCCOCCOC(=O)NCC(CCCCCCCCC(CC)CCCCS(*)(=O)=O)C(=O)OC,1.035921,0.279078,12.83000000000004
*CCOCCOCCOCCOCCCCCCOC(=O)Nc1ccc(CCNC(=O)O*)cc1,1.105595,0.32609,59.64000000000004
*CCOCCOCCOCCOCCOC(=O)Sc1ccc(NC(=O)S*)c(C(=O)OCCCCCCCC)c1,1.12682,0.251036,153.81
*CCOCCOCCOCCOCCOCCOCCOCCOC1COC(=O)C1*,,,
*CCOCCOCCOCCOCCOCCOCCOCCOc1ccc(C(=O)CNc2ccc(O*)cc2)cc1,1.138024,0.242504,
*CCOCCOCCOCCOCCOCc1cc(CO*)cc(OCCCCCCCCCCCCCCCC)c1,0.969334138,0.271,
*CCOCCOCCOCCOCc1cc(CO*)cc(OCCCCCCCCCCCCCCCC)c1,0.956416902,0.307,
*CCOCCOCCOCCOCc1cc(CO*)cc(OCCCCCCCCCCCCCCCCCC)c1,0.95764794,0.315,
*CCOCCOCCOCCOc1ccc(/C=C/c2ccc(OC(=O)CCCCCCCCCCCCCC(=O)O*)cc2)cc1,,,
*CCOCCOCCOCCOc1ccc(/C=C/c2ccc(OCC)cc2)c(*)c1O,1.090521,0.243118,
*CCOCCOCCOCCOc1ccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(O*)cc3)cc2)cc1,1.218575,0.248339,
*CCOCCOCCOCCOc1ccc(OC(=O)CCCCCOC(=O)c2ccc(O*)cc2)cc1,1.109688,0.209975,23.73000000000001
*CCOCCOCCOc1ccc(C(=O)CNc2ccc(CN(C)CCCCc3ccc(O*)cc3)cc2)cc1,1.083666,0.248699,
*CCOCCOc1ccc(-c2ccc(Oc3ccc(C(C)(C)c4ccc(O*)cc4)cc3)cc2)cc1,1.076221,0.213414,
*CCOCCOc1ccc(/C=C/c2ccc(OCCCCCCOc3ccc(NC(=O)c4cccc(C(=O)Oc5ccc(O*)cc5)c4)cc3)cc2)cc1C(=O)Nc1ccccc1C,,,
*CCOCCOc1ccc(/C=N/CCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,,,
*CCOCCOc1ccc(C(=O)OC(=O)c2cccc(C(=O)OC(=O)c3ccc(O*)cc3)c2)cc1,,,
*CCOCCOc1ccc(CC(CCC)CCCCC(=O)O*)cc1,0.995716,0.255941,
*CCOCCOc1ccc(OC(=O)CCCCCCCCCCCCC(=O)Oc2ccc(O*)cc2)cc1,1.038052,0.238363,
*CCOCOCCOCCOC(=O)c1ccc(C(=O)O*)c(OC)c1,1.197003,0.271739,
*CCOCOCc1cc(*)c(O)c(Oc2ccc(C(=O)O)cc2)c1,1.19898,0.202496,
*CCOc1c(C)cc(Cc2cc(OC)c(O*)c(OC)c2OC)cc1OC(C)(CC)CC(C)C,0.979828,0.189581,
*CCOc1ccc(/C=C/c2ccc(OCCCCCC[N+](*)(C)C)cc2)cc1,,,
*CCOc1ccc(C(=O)Nc2ccc(OCCCOc3ccc(NC(=O)Nc4ccc(*)cc4)cc3)c(Br)c2)cc1C,1.256282,0.277292,
*CCOc1ccc(C(=O)Nc2ccc(Sc3ccc(S(=O)(=O)c4ccc(O*)c(C)c4)cc3C)cc2)cc1,1.20451,0.214891,
*CCOc1ccc(C(=O)OC(=O)c2cccc(C(=O)OC(=O)c3ccc(O*)c(OC)c3)c2)cc1OC,,,
*CCOc1ccc(C(=O)OCCN(CCCCc2ccc(OC)cc2)C(=O)CO*)cc1,1.107675,0.218127,
*CCOc1ccc(C(=O)OCCOC(=O)c2ccc(O*)cc2)cc1,1.239214752,0.247366967,
*CCOc1ccc(C(=O)OCCOC(=O)c2ccc(O*)cc2OC)c(OC)c1,,,
*CCOc1ccc(C(C)(C)c2ccc(OCC(OC)Oc3ccc(/N=C/c4ccc(O*)cc4)cc3)cc2)cc1,,,
*CCOc1ccc(C=CCc2ccc(O*)c(CO)c2)cc1,1.097942,,
*CCOc1ccc(CCCNC(=O)CCCCC(=O)NCCCc2ccc(O*)cc2)cc1,,,
*CCOc1ccc(CCCOC(=O)NCCCCCCOCCCCNC(=O)O*)cc1,1.060495,0.318957,
*CCOc1ccc(NC(=O)OCCCCCCCCCCOc2ccc(O*)cc2)cc1,1.046299,0.258498,
*CCOc1ccc(OC(=O)CCCCCCC(*)=O)cc1,1.057549,0.25403,
*CCOc1ccc(OCCCCOC(=O)c2ccc(C(=O)Oc3ccc(O*)cc3)cc2)cc1,1.137903,0.272724,
*CCOc1cccc(/C=C/C=C/C=C/c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)c1,1.029924,0.250173,
*CCP(CCCCCCCCCCCCCCCC)N*,,,
*CCP(CCCCCOC(=O)O*)c1cccc(C)c1,,,
*CCS(=O)(=O)CCC(C)CCS(=O)(=O)CCCCC(=O)NCc1ccc(C)c(NC(=O)O*)c1,1.172241,,122.14570000000003
*CCS(=O)(=O)CCCCC(=O)NCCCCCCOCCN(*)CC,1.0514,0.221628,
*CCS*,1.177956772,0.22117529,
*CCS/C(=N\CC)S*,,,
*CCS/C(=N\c1ccccc1)S*,1.199436862,0.191,
*CCSC(=O)C1CCC(CNC(=O)N*)C1,,,
*CCSC(=O)NC(C(=O)NCC(*)=O)c1cc(C(=O)O)ccc1C(C)(CO)CCl,1.2445,0.17535,
*CCSC(=O)NCCCCCCCCCCOCC(=O)O*,1.049108,,
*CCSCCCCCCCC[Si](C)(C)c1ccc(N(*)c2ccc(C#N)cc2)cc1,,,
*CCSCCCCCOCC=C[Si](*)(CC)CCCCCCC,,,
*CCSCCO*,,,
*CCSCc1ccc(*)cc1CCCCCCC,,,
*CCSSCCOC(=O)CCCCCCCCCCC(=O)OCCCCCCOc1cccc(/C=C/c2ccc(O*)cc2)c1,1.043365,0.293833,
*CC[CH2][Sn]([CH3])([CH3])[CH2]CCOC(=O)C(CCCCCCCCCCOc1ccc(-c2ccc(OCc3ccc(C#N)cc3)cc2)cc1)C(=O)O*,,,
*CC[CH2][Sn]([CH3])([CH3])[CH2]CCOC(=O)C(CCCCCCCCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1)C(=O)O*,,,
*CC[N+](C)(C)CCCCC(=O)O*,,,
*CC[PH](*)([2H])C(=O)OCCOCC,,,
*CC[PH](C)(C)CCCCC(=O)N*,,,
*CC[PH](C)(C)COCC(Cc1ccccc1)Oc1ccc(NC(=O)CCCCCCCCC(=O)NC(=O)/C=C/c2ccc(N(C)C(=O)O*)cc2)cc1,,,
*CC[Si](*)(CC)CCCCC,,,
*CC[Si](*)(CCCCCCC)CC(C)=O,,,
*CC[Si](*)OCCCCCCCC,,,
*CCc1c(C)c(C)c(*)c(C)c1C,0.893393237,0.301,
*CCc1cc(C)c(*)cc1C,0.963046372,0.262219285,
*CCc1cc(Cl)c(*)cc1Cl,1.246431099,0.121,
*CCc1cc(OC)c(*)cc1OC,,0.249,
*CCc1cc(SCCCC)c(*)c(Br)c1N,,,56.32000000000005
*CCc1ccc(*)c(C)c1,1.00278747,0.255021494,
*CCc1ccc(*)c(Cl)c1,1.197077899,0.178005409,
*CCc1ccc(*)c(Cl)c1Cl,1.277334045,0.156,
*CCc1ccc(*)c(F)c1,1.099448878,0.226,
*CCc1ccc(-c2ccc(-c3ccc(-c4ccc(N*)c(C)c4)cc3CC)cc2)cc1,,,
*CCc1ccc(-n2on2-c2ccc(CCOC(=O)CCCCCCCCCCC(=O)O*)cc2)cc1,,,
*CCc1ccc(-n2on2-c2ccc(CCOC(=O)c3ccc(-n4on4-c4ccc(C(=O)O*)cc4)cc3)cc2)cc1,,,
*CCc1ccc(C(=O)O*)cc1,1.145164404,0.241,
*CCc1ccc(CCNC(=O)CCCCCCCC(=O)N*)cc1,1.00906537,0.251,
*CCc1ccc(CCNC(=O)CCCCCCCCCCC(=O)N*)cc1,0.988824032,0.297,
*CCc1ccc(CCNC(=O)CCCCCCCCCCCC(=O)N*)cc1,0.985024487,0.319,
*CCc1ccc(CCNC(=O)CCCCCCCCCCCCCC(=O)N*)cc1,0.956992356,0.369,
*CCc1ccc(CN(*)CCC)cc1,,,
*CCc1ccc(CNC(=O)c2ccc(C(=O)N(*)CCCC)cc2)cc1,1.05793,0.270976,
*CCc1ccc(Cc2ccc(*)cc2)cc1,1.024504013,0.318,
*CCc1ccc(Cc2ccc(CCS*)cc2)cc1,1.074630049,0.224,
*CCc1ccc(NC(=O)CCCC(=O)NCCCCCCCCCNC(=O)c2ccc(O*)cc2)cc1,1.05948,0.286148,
*CCc1nc2cc3sc(*)nc3cc2s1,,,
*CN(C)C(=O)CCCCCCCCCCC(=O)N(CCCCC(*)=O)C(=O)Oc1ccccc1,1.03066,0.266377,
*CN(CC[N+](C)(C)C)C(=O)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,,,
*CN1CN(*)Cc2cc(C3(c4cc(*)c(*)c(C)c4)C4CC5CC(C4)CC3C5)ccc21,,,
*CN1CN(*)Cc2cc3c(cc21)C1c2ccccc2C3c2cc(*)c(*)cc21,,,
*CN=C(*)O[Si](C)(C)CCC[Si](C)(C)C,,,
*CNC(=O)C(Cc1ccccc1)N(*)C,1.094374,0.203012,
*CNC(=O)CC(C)(CC)NC(=O)CCCNC(=O)CCCCC(=O)N*,1.065476,0.207581,
*CNC(=O)CCCCCC(=O)N*,,,
*CNC(=O)CCCCCCCCCCC(=O)NCCCCCCNP(=O)(NC(=O)O*)c1cc(C(F)(F)F)ccc1C,,,
*CNC(=O)CCCCCS(=O)(=O)CC(C)(C)C(=O)N*,1.139088,0.203461,
*CNC(=O)CCCCS(=O)(=O)/C=C/C(*)=O,1.232055,0.225405,
*CNC(=O)CNC(=O)CCCCC(=O)NCCCOCCN(*)C,1.089556,0.24837,-56.90719999999999
*CNC(=O)NCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,,,
*CNC(=O)NNCCNC(=O)NCc1ccc(CNC(=O)OCCCCCCO*)cc1,1.157088,0.280813,
*CNC(=O)Nc1ccc(OCc2ccccc2)c(NC(=O)O*)c1,1.204466,,
*CNC(=O)c1ccc(P(=O)(OC)c2ccc(C(=O)NNC(=O)CCc3ccc(C(=O)NC(=O)O*)cc3)cc2)cc1COCCOC,,,
*COC(=O)/C(C)=C(/*)c1ccccc1,1.036155,0.16718,
*COC(=O)/C=C/CC(Oc1ccc(C(=O)OC(C)CCCC)cc1)=C([2H])C(*)=O,1.053194,0.208456,
*COC(=O)CCCCCCCCCCCCCCC(=O)OCCCOC(=O)c1cccc(C(=O)N*)c1,1.034567,0.255032,
*COC(=O)NCCCCCCOCCOCCOCCO*,1.069754,0.240801,
*COC(=O)Nc1ccc(Cc2ccc(NC(=O)OCc3cccc(*)n3)cc2)cc1,,,
*COC(=O)c1ccc([Si](C)(C)c2ccc(OCCOCCOC(=O)c3ccc(O*)cc3)cc2)cc1,,,
*COC1=CC=C(C(C)(c2ccccc2)c2ccc(/C=C/C=C(*)C#N)cc2)S([N+](=O)[O-])=C1,,,404.80000000000007
*COC1CCC(O*)CC1,,,
*COc1ccc(/C=C/c2ccc(OC(=O)CCCCCCCCCCCCC(=O)Oc3cccc(C(=O)O*)c3)cc2)cc1,1.065941,0.269605,
*COc1ccc(/C=C2\CC/C(=C\c3ccc(OCc4nnc(-c5ccc(-c6ccc(-c7nnc(*)n7-c7cccnc7)cc6)cc5)n4-c4cccnc4)cc3)C2=O)cc1,,,
*COc1ccc(CC(CS(*)(=O)=O)NC(C)=O)cc1,1.19888,0.190271,
*COc1ccc(CCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N*)cc1,0.945025,0.293136,
*CS*,1.336947333,0.14812712,
*CSC(=O)NCCCCCCNC(=O)CCCOCC(=O)O*,1.132103,0.247602,
*CSC(=O)Nc1ccc(NC(=O)NC2=CC=C2)c(*)c1,1.253377,,
*CSC(=O)OCCCCCCCOC(=O)CCCCCCCCC(=O)O*,1.036502,0.217685,
*CSCCCCCCCCCCCSCCCCCCNC(=O)CCCSSCCCCC(*)=O,,,
*CSS*,,,
*C[CH2][Sn]([*])([CH2][N+](C)(C)C)[c]1ccccc1,,,
*C[PH](*)(CCCC)CC[Si](C)(C)c1ccc(OC)c(O)c1,,,
*C[SiH](C)CCCCSS*,,,
*C[Si](*)(C)C,,,173.0
*C[Si](*)(C)C#N,,,
*C[Si](*)(C)CCCCCCCCCCNc1ccc(-c2ccc(COCCO)cc2)cc1,,,
*C[Si](*)(CC)CCCCCCCCCCCCCC,,,
*C[Si](C)(C)O[Si](C)(C)c1ccc(*)cc1,,,
*C[Si](CC)(CCCC)OC(=O)c1ccc(C(=O)NCCCCCCNC(=O)c2ccc(-c3ccc(C(=O)NC(=O)c4ccc(O*)cc4)cc3)cc2)cc1,,,180.63
*C[Si]=COC(=O)COCC(C)O*,,,
*Cc1c(C)c(C)c(CNC(=O)CCCCC(=O)N*)c(C)c1C,1.022496202,0.21,
*Cc1c(C)c(C)c(CSC(=O)C(=O)S*)c(C)c1C,1.079517647,0.178,
*Cc1c(C)c(C)c(CSC(=O)CCC(=O)S*)c(C)c1C,1.082228797,0.199,
*Cc1c(C)c(C)c(CSC(=O)CCCCCCC(=O)S*)c(C)c1C,1.015255128,0.19,
*Cc1c(C)c(C)c(CSC(=O)CCCCCCCCC(=O)S*)c(C)c1C,,,
*Cc1c(C)cc(C#N)c(*)c1N,1.113901,0.165234,
*Cc1cc(*)c(N)c(C)c1N,1.131229703,0.216,
*Cc1cc(*)c(O)cc1C,1.098554283,0.226688307,
*Cc1cc(C(C)(C)c2ccc3c(c2)CN(C)CO3)cc(CN(*)C)c1O,1.087875668,0.206550984,
*Cc1cc(C)c(*)cc1C,0.89624315,0.236,
*Cc1cc(C)c(C(=O)O*)cc1C,1.04999148,0.217,
*Cc1cc(C)c(C*)c(CCCC)c1OC,,,
*Cc1cc(COC(=O)CCCCCCCCCCC)c(*)o1,0.948324,0.294327,
*Cc1cc(NC(=O)c2ccc(-c3cccc(C(*)=O)c3)cc2)cc(S(=O)(=O)c2ccccc2)c1,1.240608,0.281569,
*Cc1cc(OCCCCCCCCCCCC)c(C#Cc2cc(*)cc(C)c2)cc1CCCCCCCCCC,,,
*Cc1ccc(*)cc1C(=O)OCC(C)C,1.018436,0.255619,319.71000000000004
*Cc1ccc(-c2cc(-c3ccc(OCCCC)cc3)c(*)cc2Cl)cc1C,,,191.73580000000004
*Cc1ccc(-c2ccc(C(=O)O*)cc2)cc1,1.139719334,0.2839211615,
*Cc1ccc(-c2ccc(C[Si](*)(C)C)cc2)cc1,,,
*Cc1ccc(C(=O)N*)cc1,1.18267554,0.271,
*Cc1ccc(C(C)(C)c2ccc(N(*)CCCC)cc2)cc1,,,
*Cc1ccc(C*)c(C)c1,,,
*Cc1ccc(CCCCCCCCCCCCCCCCOC(=O)OCCCCCCCCOC(=O)S*)cc1,0.959746,0.352027,
*Cc1ccc(CCCCOC(=O)CCCCCCCCCCCCC(=O)O*)cc1,,,
*Cc1ccc(CCCCOC(=O)c2ccc(C(=O)Oc3ccc(C(=O)Oc4ccc(NC(=O)c5ccc(*)cc5)cc4)cc3)cc2)cc1,1.148592,,
*Cc1ccc(CCN(*)CC(C)C)cn1,0.491274,,
*Cc1ccc(CCNC(=O)CCCCCCCCCCC(=O)NCCCCCCCCNC(=O)NCCCCCCNC(=O)N*)cc1,,,
*Cc1ccc(CCOC(=O)CCCCCCCC(=O)Oc2ccc(C(=O)O*)cc2)cc1,1.082155,0.258341,
*Cc1ccc(CCSC(=O)CCCCCCCCC(=O)NCCCSCCNC(*)=CCC(=O)OCCCC)cc1,1.027276,0.260712,
*Cc1ccc(CCSSCCCCCCCCCCCCCCCCCC)cc1*,,,
*Cc1ccc(CN(C)C(=O)CCCCC(=O)N(*)C)cc1,1.06854409,0.249,
*Cc1ccc(CN(C)C(=O)CCCCCCC(=O)N(*)C)cc1,1.03999408,0.256,
*Cc1ccc(CN(C)C(=O)CCCCCCCCC(=O)N(*)C)cc1,1.007033423,0.248,
*Cc1ccc(CN(C)C(=O)CCCCCCCCCCC(=O)N(*)C)cc1,0.992606204,0.315,
*Cc1ccc(CN(C)C(=O)CCCCCCCCCCCCC(=O)N(*)C)cc1,0.971297273,0.288,
*Cc1ccc(CN(C)CC(=O)CCCCCCC(=O)O*)cc1,1.028605,0.245751,190.05
*Cc1ccc(CN(CC)C(=O)CCCCC(=O)N(*)CC)cc1,1.013801665,0.266,
*Cc1ccc(CN(CC)C(=O)CCCCCCC(=O)N(*)CC)cc1,0.991675767,0.279,
*Cc1ccc(CN(CC)C(=O)CCCCCCCCC(=O)N(*)CC)cc1,0.980332205,0.272,
*Cc1ccc(CN(CC)C(=O)CCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,1.051609,0.253732,
*Cc1ccc(CN(CC)C(=O)CCCCCCCCCCC(=O)N(*)CC)cc1,0.968011414,0.315,
*Cc1ccc(CN(CC)C(=O)CCCCCCCCCCCCC(=O)N(*)CC)cc1,0.949108297,0.296,
*Cc1ccc(CN(CC)C(=O)CCCCCCCCCCCCCCC(=O)N(*)CC)cc1,0.937088136,0.256,
*Cc1ccc(CN(CC)c2ccc(N(*)CCCCCC)cc2)cc1,,,
*Cc1ccc(CN(CCc2ccccc2)C(C)CCC(=O)c2ccc(C(=O)N*)cc2)cc1,1.071964,0.236371,
*Cc1ccc(CN/C(C)=N/*)cc1,1.06228659,0.246,
*Cc1ccc(CNC(=O)CCCCC(=O)N*)cc1,1.110901106,0.277,
*Cc1ccc(CNC(=O)CCCCCCCCCCCCC(=O)N*)cc1,0.989165407,0.288,
*Cc1ccc(CNC(=O)CCCCCCCCCCCCCCC(=O)N*)cc1,0.977332891,0.351,
*Cc1ccc(CNC(=O)CCCCCCCCCCCCCCCC(=O)N*)cc1,0.967137289,0.333,
*Cc1ccc(COC(=O)CC(=O)O*)cc1,,,
*Cc1ccc(COC(=O)CCCC(=O)O*)cc1,,,
*Cc1ccc(COC(=O)CCCCCCC(=O)O*)cc1,1.062836641,0.249,
*Cc1ccc(COC(=O)CCCCCCCCCCC(=O)O*)cc1,1.004809328,0.272,
*Cc1ccc(COC(=O)CCCCCCCCCCCCCCCCCCC(=O)O*)cc1,0.947319595,0.286,
*Cc1ccc(COC(=O)CCCCS(=O)(=O)CCCCC(=O)O*)cc1,1.140839851,0.228,
*Cc1ccc(COC(=O)CCCCSCCCCC(=O)O*)cc1,1.080722105,0.228,
*Cc1ccc(COC(=O)NC(=O)OCCNC(=O)O*)cc1,1.23573,0.290405,
*Cc1ccc(COC(=O)O*)cc1,1.223791314,0.250103805,
*Cc1ccc(COC(=O)c2cc(C)c(C(=O)O*)cc2C)cc1,,,
*Cc1ccc(COC(=O)c2ccc(CCc3ccc(C(=O)O*)cc3)cc2)cc1,,,
*Cc1ccc(COCCCCCCCOC(=O)CCCCCCCCCCCCCCCC(*)=O)cc1,0.932398,0.275401,
*Cc1ccc(COCCCCOP(=O)(O*)O[Si](C)(C)OC)cc1,,,
*Cc1ccc(COCCS(=O)(=O)c2ccc(Cc3ccc(NC(=O)O*)cc3)cc2)cc1,1.206352,,
*Cc1ccc(CSC(=O)CCCc2ccc(C(=O)N*)c(C)c2)cc1C(=O)O,1.173249,0.198699,
*Cc1ccc(CSC(=O)NCCCCCCNC(=O)S*)cc1,1.143140815,0.251,
*Cc1ccc2[nH]c(-c3ccc4c(c3)-c3cc(-c5nc6cc(*)ccc6[nH]5)ccc3S4(=O)=O)nc2c1,1.209738995,0.233716186,
*Cc1ccc2[nH]c(-c3ccc4sc5ccc(-c6nc7cc(*)ccc7[nH]6)cc5c4c3)nc2c1,1.206598942,0.230983773,
*Cc1cccc(C(=O)NCCSCCCNC(=O)c2ccc(*)nc2)c1,1.155857,0.203166,
*Cc1cccc(C(=O)O*)c1,,,
*Cc1cccc(CN(*)c2ccccc2)c1O,,,
*Cc1cccc(CN(C)C(=O)CCCCC(=O)N(*)C)c1,1.063035162,0.216,
*Cc1cccc(CNC(=O)CCCCC(=O)N*)c1,1.139825525,0.254557959,
*Cc1cccc(COC(=O)Nc2ccc(Cc3ccc(NC(=O)O*)cc3)cc2)c1,1.201795395,0.252292339,
*Cc1ccccc1C(C)(C)CNC(C)(C)CCCCC(=O)O*,0.94232,0.160811,
*Cc1ccccc1CCCCCCCCCCCCCCCCC[Si](*)(C)CSCCCCCC,,,
*Cc1cncc(S(*)(=O)=O)c1,1.361941,0.151642,
*N/C(=C/c1ccccc1)C(=O)N/C=C/C(=O)NCC(C)CCNC(*)=O,,,
*N1C(=O)C2C3C=CC(C2C1=O)C1C(=O)N(C24CC5CC(C2)C(C2C6CC7CC2CC(*)(C7)C6)C(C5)C4)C(=O)C31,,,
*N1[Si](C)(C)N[Si](C)(C)N([Si](*)(C)C)[Si]1(C)C,,,
*N=C(OC)O[Si](C)(C)O[Si](C)(C)Oc1ccc(-c2ccc(Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)cc2)cc1,,,
*N=C(PC(C)(C)CSC(=O)Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1)C(=O)O[Si](C)(C)CCCCC,,,
*N=Nc1cc(CCCCCCCC)c(*)cc1C#N,,,
*N=P(*)(/C=N\c1ccccc1)c1ccccc1,,,
*N=P(*)(Br)CC(F)(F)F,,,
*N=P(*)(C#N)C(=O)OCCCCCC,,,
*N=P(*)(C#N)CCCOCCOCCOCCOCCSC,,,-110.34339999999996
*N=P(*)(C)CC(C)(C)CCCCCCCCC,,,
*N=P(*)(C)OCCOc1ccc(/C=N/c2ccc([N+](=O)[O-])cc2OC)cc1,,,
*N=P(*)(CCCCCCCCCC)NCC(C)C,,,8.450000000000045
*N=P(*)(CCCCOCCOCCOCCOCCOCCOC)OCC,,,
*N=P(*)(CO[SH](=O)(O)OCC(F)(F)F)OCC(F)(F)C(F)(F)F,,,65.01000000000005
*N=P(*)(NCCCNC(=O)Oc1ccc(OC(=O)C(C)C)cc1)c1ccccc1,,,307.89
*N=P(*)(Nc1ccc(C)cc1)Oc1ccccc1,,,
*N=P(*)(O)CCC(C)(C)OC(C)CSCC,,,
*N=P(*)(OCC(C)C)OCC(C)C,,,
*N=P(*)(OCC(F)(F)F)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,,,
*N=P(*)(OCC(F)(F)F)OCC(F)(F)F,1.651958224,0.138820064,
*N=P(*)(OCC)OCCCCCCN,,,4.08970000000005
*N=P(*)(OCCC(=O)OCCCCC)Oc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,,,
*N=P(*)(OCCC)OS(=O)(=O)O,,,
*N=P(*)(OCCCC)C(OCC)OCCC,,,
*N=P(*)(OCCCC)OCCOCCOCCOCCOCCOCCCCCCCCCCCCCCCCCOc1ccc(OC)cc1,,,
*N=P(*)(OCCCC)Oc1ccc(/N=N/c2ccccc2)cc1,,,
*N=P(*)(OCCCCCCCCOc1ccc(OC(=O)c2ccc(Cl)cc2)cc1)OCCOCCO,,,221.09000000000003
*N=P(*)(OCCO)c1ccc(OC(C)=O)cc1O[Si](C)(C)C,,,
*N=P(*)(OCCOCC)OCCOCC(C)CO,,,
*N=P(*)(OCCOCCOCCOCCOC)OCCOCCSCCOCCOC,,,
*N=P(*)(OCCOCCOCCOCCOCCOC)OCCOCCO[Si](C)(C)CCC,,,
*N=P(*)(OCCOCCOCCOCCOCCOCO)O[Si](C)(C)OCCCC,,,
*N=P(*)(OCCOCCSCC)SCC,,,
*N=P(*)(OCCOc1ccc([N+](=O)[O-])cc1)OCC(C)Oc1ccc(C(=O)Oc2ccc(CC)cc2)cc1,,,
*N=P(*)(OCCOc1ccccc1)S(=O)(=O)Oc1ccc(-c2ccccc2)cc1,,,
*N=P(*)(Oc1ccc(-c2ccccc2)cc1)OC(O)C(C)=O,,,
*N=P(*)(Oc1ccc(Br)cc1)Oc1ccc(OC(F)(F)F)cc1,,,259.03
*N=P(*)(Oc1ccc(Br)cc1)Oc1cccc(-c2ccc(Br)cc2)c1,,,
*N=P(*)(Oc1ccc(Br)cc1)c1ccc(F)c(Cl)c1F,,,
*N=P(*)(c1ccc(Br)cc1)[Si](C)(C)c1ccc(OC)cc1,,,
*N=P(N=P(*)(Cl)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1)(Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,,,
*N=[PH](C#N)c1ccc(S(=O)(=O)CCCCCCC(*)=S)cc1,,,
*N=[PH](CC/C=C/c1ccc(*)cc1)c1ccc(Br)cc1,,,
*N=[PH](COCCOC)OCCOC(*)=O,,,
*NC(=O)C(CCC)CC(=O)NC(C#N)=C(C)NCCOC(=O)c1ccc(*)cc1,1.114487,0.260702,
*NC(=O)C(O)CCC(C)C(=O)NCCCCCNC(=O)C(=O)NC(=O)C(O)C(*)=O,1.178065,0.230492,
*NC(=O)CC(=O)NC(C)CC(=O)OCCCCOCCCCCCO*,1.060234,0.226753,
